Day,Month,Hour,League_Rank_1,League_Rank_2,Total_teams,Games_played_1,Games_played_2,Points_1,Points_2,Max_points,Min_points,Won_1,Draw_1,Lost_1,Won_2,Draw_2,Lost_2,Goals_Scored_1,Goals_Scored_2,Goals_Rec_1,Goal_Rec_2,Win_Perc_1,Win_Perc_2,Draw_Perc_1,Draw_Perc_2,Avrage_FT_Goal,Average_HT_Goal,Weekday_Fri,Weekday_Mon,Weekday_Sat,Weekday_Sun,Weekday_Thu,Weekday_Tue,Weekday_Wed,Result
11,11,17,4,1,12,15,15,24,40,40,7,8,0,7,13,1,1,15,38,17,7,60,100,11,0,4.16,1.5,0,0,0,1,0,0,0,Away
11,11,13,13,6,18,11,11,12,15,33,7,3,3,5,4,3,4,14,21,24,18,11,66,33,0,2.33,1.66,0,0,0,1,0,0,0,Away
11,11,15,8,1,14,15,15,18,34,34,12,4,6,5,11,1,3,18,34,16,15,37,82,37,0,2.5,1.83,0,0,0,1,0,0,0,Draw
11,11,17,7,15,18,11,11,18,11,27,8,5,3,3,2,5,4,19,12,14,17,55,11,33,55,3.33,1.0,0,0,0,1,0,0,0,Away
11,11,16,6,1,12,13,13,18,35,35,9,5,3,5,11,2,0,13,32,14,13,44,88,11,11,3.0,1.16,0,0,0,1,0,0,0,Away
4,11,17,3,2,14,15,15,25,32,34,12,7,4,4,9,5,1,18,34,14,13,59,77,26,26,3.5,1.66,0,0,0,1,0,0,0,Draw
4,11,16,7,10,16,13,13,19,16,31,6,5,4,4,4,4,5,13,13,12,19,59,26,26,42,1.5,0.66,0,0,0,1,0,0,0,Away
4,11,11,6,1,14,15,15,19,32,32,12,5,4,6,10,2,3,23,33,23,15,71,94,24,0,2.0,1.0,0,0,0,1,0,0,0,Away
1,11,18,5,9,16,27,27,49,35,60,15,14,7,6,9,8,10,48,31,29,30,39,39,31,39,2.5,0.16,0,0,0,0,1,0,0,Home
1,11,17,16,6,16,12,12,6,20,33,6,1,3,8,5,5,2,17,18,32,11,40,60,11,40,3.5,1.16,0,0,0,0,1,0,0,Home
1,11,13,4,15,16,12,12,23,6,33,6,7,2,3,1,3,8,24,9,14,22,59,26,17,17,2.0,0.83,0,0,0,0,1,0,0,Draw
25,11,15,6,2,10,14,14,18,23,40,12,6,0,8,6,5,3,23,28,27,28,55,88,11,22,2.83,1.16,0,0,0,1,0,0,0,Draw
25,11,13,13,4,18,13,13,13,21,39,8,3,4,6,6,3,4,20,19,24,14,37,61,25,0,3.0,1.16,0,0,0,1,0,0,0,Away
24,11,15,3,7,12,12,12,24,19,29,4,7,3,2,5,4,3,32,12,11,7,73,37,25,37,2.16,1.5,0,0,1,0,0,0,0,Home
24,11,18,2,1,16,16,16,37,46,46,7,11,4,1,15,1,0,29,43,12,8,86,110,8,0,3.33,1.83,0,0,1,0,0,0,0,Draw
23,11,17,7,2,16,15,15,23,35,37,11,6,5,4,11,2,2,15,22,13,13,51,66,22,22,2.16,1.33,1,0,0,0,0,0,0,Draw
21,11,23,7,12,20,36,36,53,43,74,22,15,8,13,11,10,15,50,34,34,34,37,49,30,25,1.33,0.33,0,0,0,0,0,0,1,Home
11,11,16,5,1,16,13,13,20,31,31,6,5,5,3,10,1,2,17,22,7,9,59,68,42,17,1.33,0.83,0,0,0,1,0,0,0,Home
11,11,15,5,9,12,11,11,21,11,26,4,6,3,2,3,2,6,25,11,10,15,66,44,22,11,3.16,1.66,0,0,0,1,0,0,0,Home
10,11,15,1,3,12,13,13,26,24,26,4,8,2,3,7,3,3,19,19,13,12,66,55,22,22,1.33,0.83,0,0,1,0,0,0,0,Away
9,11,17,10,3,10,14,14,2,26,33,2,0,2,12,8,2,4,8,20,36,15,82,41,14,14,2.0,0.16,1,0,0,0,0,0,0,Away
5,11,17,14,5,16,8,8,5,15,23,1,1,2,5,4,3,1,7,9,11,4,44,22,44,22,1.33,1.0,0,1,0,0,0,0,0,Away
4,11,16,3,1,10,12,12,24,30,30,2,7,3,2,9,3,0,25,25,11,8,37,61,25,25,2.5,1.16,0,0,0,1,0,0,0,Away
4,11,17,13,4,16,13,13,11,24,34,7,1,8,4,7,3,3,15,25,18,15,0,51,59,26,3.16,1.83,0,0,0,1,0,0,0,Away
4,11,14,13,3,16,29,29,28,55,63,15,8,4,17,16,7,6,35,55,52,29,39,47,8,31,3.16,1.16,0,0,0,1,0,0,0,Away
3,11,19,1,15,16,14,14,26,12,26,11,7,5,2,2,6,6,23,13,16,22,59,34,26,34,2.83,0.83,0,0,1,0,0,0,0,Home
3,11,17,1,2,16,14,14,34,31,34,7,10,4,0,9,4,1,39,36,15,14,68,59,34,34,2.33,1.0,0,0,1,0,0,0,0,Draw
3,11,13,11,5,16,12,12,14,19,28,6,3,5,4,5,4,3,10,17,10,7,40,60,20,50,1.83,0.33,0,0,1,0,0,0,0,Draw
3,11,11,2,11,16,13,13,24,14,28,6,7,3,3,3,5,5,19,17,12,18,55,46,27,37,1.83,0.33,0,0,1,0,0,0,0,Home
25,11,11,10,13,16,14,14,19,14,31,9,5,4,5,4,2,8,14,8,15,19,44,44,29,15,2.16,1.0,0,0,0,1,0,0,0,Home
25,11,17,2,1,14,16,16,35,35,35,15,11,2,3,10,5,1,35,41,16,15,73,82,27,9,4.0,1.66,0,0,0,1,0,0,0,Home
25,11,15,8,5,14,17,17,21,24,35,15,5,6,6,7,3,7,22,26,21,24,64,27,27,37,3.33,1.33,0,0,0,1,0,0,0,Away
24,11,17,1,4,16,11,11,27,19,27,1,9,2,0,5,4,2,17,10,4,5,92,55,18,37,1.66,0.66,0,0,1,0,0,0,0,Home
24,11,17,9,5,16,11,11,13,18,26,1,3,4,4,6,3,2,12,17,14,5,37,73,0,13,2.83,1.33,0,0,1,0,0,0,0,Home
24,11,13,12,1,14,16,16,14,38,38,4,4,2,10,12,2,2,19,31,29,5,73,27,9,18,2.33,0.5,0,0,1,0,0,0,0,Away
23,11,17,4,11,16,16,16,32,15,46,7,9,5,2,4,3,9,31,11,14,21,63,39,8,31,2.0,0.83,1,0,0,0,0,0,0,Home
22,11,23,18,16,20,35,35,37,38,74,22,9,10,16,10,8,17,31,32,49,54,30,18,25,49,3.16,0.66,0,0,0,0,1,0,0,Home
22,11,17,1,9,18,11,13,26,16,26,11,8,2,1,4,4,5,24,16,9,17,55,37,27,27,3.0,0.83,0,0,0,0,1,0,0,Home
14,11,23,9,13,20,33,33,46,40,67,21,12,10,11,10,10,13,30,33,31,32,49,42,30,30,2.33,1.0,0,0,0,0,0,0,1,Home
12,11,22,8,19,20,32,32,46,34,67,21,12,10,10,8,10,14,40,30,31,46,37,18,18,49,1.83,0.5,0,1,0,0,0,0,0,Away
11,11,17,14,5,18,9,9,9,17,24,7,2,3,4,5,2,2,11,16,11,10,33,88,33,0,4.33,2.0,0,0,0,1,0,0,0,Away
11,11,16,2,1,10,14,14,28,36,36,2,9,1,4,11,3,0,27,28,10,8,61,61,37,25,3.0,1.5,0,0,0,1,0,0,0,Away
11,11,11,15,9,16,13,13,11,19,31,6,2,5,6,5,4,4,9,14,16,13,29,44,37,37,2.83,1.5,0,0,0,1,0,0,0,Home
10,11,18,5,7,18,12,12,18,18,36,7,5,3,4,5,3,4,18,15,14,14,50,30,20,40,3.33,0.83,0,0,1,0,0,0,0,Home
10,11,18,12,1,12,13,14,5,33,33,5,1,2,10,10,3,1,11,29,26,10,37,37,27,64,3.0,1.5,0,0,1,0,0,0,0,Home
10,11,16,12,2,18,12,12,12,23,27,8,3,3,6,7,2,3,10,21,16,14,18,82,9,18,3.66,2.33,0,0,1,0,0,0,0,Away
9,11,19,2,19,20,12,12,26,6,27,6,8,2,2,1,3,8,26,13,11,24,55,0,18,18,2.33,1.16,1,0,0,0,0,0,0,Home
9,11,19,2,1,10,13,13,24,24,24,10,7,3,3,7,3,3,22,22,16,10,30,20,30,30,3.16,1.66,1,0,0,0,0,0,0,Away
5,11,19,5,17,18,8,8,17,5,21,4,5,2,1,1,2,5,13,6,8,16,47,0,16,47,1.5,0.0,0,1,0,0,0,0,0,Draw
4,11,14,2,9,16,29,29,62,35,63,15,18,8,3,9,8,12,49,32,26,36,71,39,16,31,3.66,2.16,0,0,0,1,0,0,0,Home
4,11,13,3,4,16,12,12,22,21,28,6,7,1,4,6,3,3,20,12,10,6,51,59,17,17,1.66,0.5,0,0,0,1,0,0,0,Draw
3,11,19,5,10,16,14,14,21,17,34,7,6,3,5,4,5,5,27,20,26,22,59,34,26,26,3.0,1.66,0,0,1,0,0,0,0,Home
3,11,15,2,1,12,10,11,22,26,26,3,7,1,2,8,2,1,22,19,6,7,70,50,20,40,3.5,1.33,0,0,1,0,0,0,0,Home
3,11,14,2,1,16,8,8,20,22,22,0,6,2,0,8,0,0,13,14,5,2,44,110,44,0,3.33,1.5,0,0,1,0,0,0,0,Draw
3,11,14,2,9,10,12,12,25,9,30,2,8,1,3,2,3,7,26,15,9,27,61,0,25,13,1.5,0.5,0,0,1,0,0,0,0,Home
3,11,12,11,4,12,11,10,4,18,26,3,1,1,9,5,3,2,5,23,23,10,11,44,22,33,2.66,1.33,0,0,1,0,0,0,0,Away
30,11,17,2,8,10,15,15,29,14,36,2,9,2,4,2,8,5,29,17,12,23,85,37,25,61,3.66,1.16,1,0,0,0,0,0,0,Draw
25,11,17,2,3,16,11,11,27,20,29,1,8,3,0,6,2,3,17,13,6,6,61,73,25,25,1.83,0.5,0,0,0,1,0,0,0,Away
24,11,18,10,4,10,15,15,12,21,40,12,2,6,7,5,6,4,21,24,33,23,44,44,11,22,2.5,0.5,0,0,1,0,0,0,0,Draw
24,11,16,10,1,14,15,15,17,30,30,8,4,5,6,8,6,1,10,21,19,10,37,46,37,64,2.33,0.66,0,0,1,0,0,0,0,Away
23,11,15,7,2,12,12,13,15,25,31,3,4,3,5,7,4,2,16,16,23,12,44,66,22,22,1.83,0.16,1,0,0,0,0,0,0,Draw
21,11,23,2,4,20,36,36,69,62,74,22,20,9,7,17,11,8,56,47,27,27,58,58,29,35,2.0,0.66,0,0,0,0,0,0,1,Home
21,11,23,10,9,20,36,36,47,48,74,22,12,11,13,12,12,12,42,36,36,44,30,37,37,25,1.5,1.0,0,0,0,0,0,0,1,Draw
11,11,13,4,6,16,14,14,27,23,34,9,8,3,3,7,2,5,27,29,16,26,63,55,24,24,0.66,0.0,0,0,0,1,0,0,0,Home
11,11,17,3,6,16,9,9,19,14,26,1,6,1,2,6,2,1,12,14,4,6,55,37,18,37,2.33,1.0,0,0,0,1,0,0,0,Draw
11,11,14,2,13,16,14,14,34,14,34,11,11,1,2,4,2,8,21,18,12,36,62,41,20,20,3.83,1.83,0,0,0,1,0,0,0,Draw
11,11,14,9,5,10,14,14,9,24,33,2,2,3,9,6,6,2,15,24,29,14,11,55,22,22,2.66,1.16,0,0,0,1,0,0,0,Away
11,11,14,10,1,16,30,30,35,65,65,15,9,8,13,18,11,1,27,49,34,16,47,63,16,47,2.0,1.0,0,0,0,1,0,0,0,Away
11,11,13,5,2,16,9,9,17,21,23,1,6,2,1,6,3,0,17,14,3,6,73,85,13,13,1.83,0.16,0,0,0,1,0,0,0,Away
10,11,16,6,8,10,14,14,16,11,33,2,3,7,4,3,2,9,18,17,20,33,37,37,37,37,3.5,0.83,0,0,1,0,0,0,0,Home
10,11,16,4,12,16,14,14,23,16,31,6,6,5,3,3,7,4,14,10,8,10,51,51,22,22,2.0,1.33,0,0,1,0,0,0,0,Draw
9,11,19,7,6,12,11,11,18,18,26,3,5,3,3,5,3,3,15,21,10,11,73,85,25,13,3.5,0.83,1,0,0,0,0,0,0,Home
9,11,17,8,16,16,14,14,17,10,34,10,5,2,7,3,1,10,28,13,30,31,37,29,29,7,2.66,1.33,1,0,0,0,0,0,0,Draw
2,11,19,10,17,18,11,11,12,7,30,5,3,3,5,2,1,8,16,10,23,23,27,14,41,14,3.16,1.16,1,0,0,0,0,0,0,Away
2,11,17,9,10,16,14,14,16,15,33,9,4,4,6,4,3,7,15,17,20,23,31,16,31,39,1.83,1.0,1,0,0,0,0,0,0,Away
25,11,16,10,15,18,12,12,16,13,27,8,4,4,4,3,4,5,19,11,18,15,68,34,17,17,2.83,1.33,0,0,0,1,0,0,0,Home
25,11,16,8,2,12,15,15,17,27,41,9,4,5,6,7,6,2,15,24,18,13,66,55,0,11,2.33,0.83,0,0,0,1,0,0,0,Away
24,11,14,5,1,10,14,14,24,36,36,2,6,6,2,11,3,0,25,28,15,8,73,61,13,13,2.83,1.66,0,0,1,0,0,0,0,Home
24,11,16,7,5,18,13,13,19,21,27,8,6,1,6,6,3,4,15,23,16,16,49,61,37,0,2.33,1.0,0,0,1,0,0,0,0,Away
24,11,11,1,15,16,28,28,69,23,69,16,22,3,3,4,11,13,49,22,21,39,86,24,16,39,1.66,0.5,0,0,1,0,0,0,0,Home
23,11,15,12,10,14,15,15,13,17,38,4,4,1,10,4,5,6,11,14,25,18,17,42,17,26,3.16,1.33,1,0,0,0,0,0,0,Home
22,11,12,1,10,10,15,15,34,14,34,14,10,4,1,3,5,7,37,10,13,21,77,11,22,55,3.33,0.0,0,0,0,0,1,0,0,Home
21,11,15,2,1,16,28,28,58,69,69,16,17,7,4,22,3,3,39,49,14,21,71,94,24,8,2.0,0.83,0,0,0,0,0,0,1,Home
21,11,23,8,19,20,36,36,52,36,74,22,14,10,12,9,9,18,34,34,32,60,55,30,25,18,1.83,0.66,0,0,0,0,0,0,1,Home
13,11,17,5,16,16,12,12,19,9,30,9,5,4,3,1,6,5,12,10,14,20,46,18,18,37,3.0,1.33,0,0,0,0,0,1,0,Away
12,11,22,2,7,26,11,12,23,19,29,6,7,2,2,6,1,5,16,12,9,9,69,82,27,14,3.66,1.5,0,1,0,0,0,0,0,Home
12,11,19,5,14,14,14,14,22,8,30,8,6,4,4,1,5,8,15,14,17,25,31,16,31,16,2.66,0.5,0,1,0,0,0,0,0,Home
11,11,15,1,8,16,10,10,24,13,24,1,8,2,0,3,4,3,15,11,3,12,110,18,0,18,2.16,0.66,0,0,0,1,0,0,0,Home
11,11,10,11,3,18,12,12,13,22,27,8,2,7,3,7,1,4,10,26,11,19,59,34,0,26,2.66,1.16,0,0,0,1,0,0,0,Away
10,11,19,5,10,16,15,15,23,18,31,11,6,5,4,5,3,7,27,22,19,25,47,39,24,16,2.66,1.33,0,0,1,0,0,0,0,Home
10,11,19,9,14,16,15,15,19,11,34,9,5,4,6,1,8,6,18,16,26,22,31,0,31,55,1.5,0.33,0,0,1,0,0,0,0,Home
10,11,15,2,9,12,8,8,17,7,22,3,5,2,1,2,1,5,15,10,11,18,82,27,14,14,3.33,1.33,0,0,1,0,0,0,0,Home
4,11,19,16,10,16,13,13,7,16,34,7,1,4,8,5,1,7,10,18,23,25,22,44,29,22,4.0,2.33,0,0,0,1,0,0,0,Home
4,11,14,1,9,12,9,10,25,12,25,3,8,1,0,4,0,6,25,11,6,21,97,37,13,0,2.5,1.0,0,0,0,1,0,0,0,Home
4,11,13,10,7,14,15,15,17,18,34,12,4,5,6,4,6,5,23,18,21,16,37,37,37,37,2.33,1.0,0,0,0,1,0,0,0,Draw
4,11,13,5,12,18,11,11,18,12,33,7,5,3,3,3,3,5,14,14,12,24,30,20,30,20,3.16,1.33,0,0,0,1,0,0,0,Home
4,11,13,10,13,18,11,11,13,11,33,7,3,4,4,3,2,6,20,10,21,17,16,31,63,16,2.83,1.5,0,0,0,1,0,0,0,Home
4,11,13,13,8,18,10,10,12,15,24,8,4,0,6,4,3,3,6,13,15,10,14,41,41,27,1.83,0.5,0,0,0,1,0,0,0,Away
3,11,19,9,1,14,14,14,15,29,29,8,3,6,5,8,5,1,17,18,19,9,18,55,37,55,2.66,1.0,0,0,1,0,0,0,0,Away
3,11,17,6,3,16,9,9,14,17,23,0,6,2,1,6,2,1,14,17,6,3,92,73,0,18,2.0,0.66,0,0,1,0,0,0,0,Draw
3,11,17,17,4,18,11,11,8,20,31,7,2,2,7,6,2,3,12,24,24,21,37,37,13,37,4.5,2.16,0,0,1,0,0,0,0,Home
2,11,19,7,9,16,14,14,18,17,33,7,5,3,6,5,2,7,16,19,26,20,47,24,16,47,2.33,1.0,1,0,0,0,0,0,0,Home
2,11,19,3,15,20,11,11,23,11,26,6,7,2,2,3,2,6,23,11,11,15,61,25,25,37,1.0,0.66,1,0,0,0,0,0,0,Home
30,11,15,3,10,12,14,14,26,12,34,3,8,2,4,3,3,8,25,12,14,22,55,33,11,22,3.33,1.66,1,0,0,0,0,0,0,Away
28,11,15,11,2,12,12,11,8,26,34,3,2,2,8,8,2,1,8,48,22,10,25,73,25,25,2.5,0.5,0,0,0,0,0,0,1,Away
25,11,19,16,8,16,16,16,10,23,35,10,2,4,10,7,2,7,14,25,29,23,24,39,31,24,2.66,1.16,0,0,0,1,0,0,0,Away
25,11,16,2,3,10,15,15,29,28,36,2,9,2,4,8,4,3,29,29,12,15,85,49,25,13,2.5,1.16,0,0,0,1,0,0,0,Draw
25,11,6,2,5,10,4,4,8,6,10,2,2,2,0,2,0,2,7,8,2,6,73,73,37,0,3.33,0.66,0,0,0,1,0,0,0,Away
25,11,19,8,2,20,36,36,52,69,74,22,14,10,12,20,9,7,34,56,32,27,55,61,25,30,2.83,0.5,0,0,0,1,0,0,0,Away
25,11,16,5,2,12,10,10,19,22,22,4,6,1,3,7,1,2,17,17,10,8,66,66,11,11,3.16,1.5,0,0,0,1,0,0,0,Home
25,11,14,6,8,10,14,14,16,13,36,2,3,7,4,2,7,5,18,15,20,21,37,37,25,37,1.16,0.66,0,0,0,1,0,0,0,Draw
24,11,17,1,11,16,30,30,64,32,64,23,19,7,4,6,14,10,51,32,24,35,79,16,8,71,1.66,0.33,0,0,1,0,0,0,0,Draw
24,11,17,16,2,16,30,30,23,59,64,23,4,11,15,18,5,7,35,63,57,36,8,63,24,16,5.33,2.16,0,0,1,0,0,0,0,Away
24,11,19,14,15,16,15,15,11,10,35,10,1,8,6,2,4,9,16,10,22,21,0,20,41,20,3.16,1.83,0,0,1,0,0,0,0,Away
24,11,16,1,10,10,17,17,37,13,37,13,11,4,2,2,7,8,47,12,14,23,73,37,25,25,3.0,1.0,0,0,1,0,0,0,0,Home
24,11,13,1,4,12,16,16,39,26,39,11,12,3,1,7,5,4,38,25,15,17,77,44,33,66,2.66,0.5,0,0,1,0,0,0,0,Draw
23,11,17,10,8,10,14,14,2,11,36,2,0,2,12,3,2,9,8,17,36,33,73,37,13,13,2.5,1.33,1,0,0,0,0,0,0,Away
23,11,19,1,4,20,15,15,33,28,33,7,10,3,2,8,4,3,29,23,12,10,47,47,16,31,4.5,1.83,1,0,0,0,0,0,0,Away
16,11,13,4,3,12,13,11,23,24,31,3,7,2,4,7,3,1,26,48,16,13,82,69,14,0,4.33,1.5,1,0,0,0,0,0,0,Draw
15,11,19,3,9,20,33,33,60,46,70,21,17,9,7,12,10,11,52,40,27,32,55,37,25,25,3.33,1.33,0,0,0,0,1,0,0,Home
15,11,16,1,9,16,13,13,30,16,30,10,9,3,1,3,7,3,25,12,10,10,55,24,24,63,2.0,0.16,0,0,0,0,1,0,0,Home
14,11,23,16,18,20,33,33,37,35,67,21,10,7,16,9,8,16,32,33,53,55,30,25,30,25,2.83,1.66,0,0,0,0,0,0,1,Draw
13,11,16,2,8,16,13,13,26,17,30,10,7,5,1,4,5,4,19,11,7,12,59,68,42,26,2.16,1.16,0,0,0,0,0,1,0,Home
12,11,16,6,1,16,14,13,18,30,30,9,4,6,4,9,3,1,16,25,16,10,37,46,27,27,2.83,0.33,0,1,0,0,0,0,0,Draw
11,11,14,10,6,12,15,15,15,18,39,8,4,3,8,5,3,7,16,17,29,14,22,22,22,33,2.5,1.16,0,0,0,1,0,0,0,Home
11,11,18,4,1,14,9,9,15,23,23,7,4,3,2,7,2,0,10,21,5,4,37,61,37,13,2.5,1.5,0,0,0,1,0,0,0,Away
11,11,16,2,5,16,14,14,34,27,35,11,11,1,2,8,3,3,34,21,10,11,71,47,24,24,2.66,1.33,0,0,0,1,0,0,0,Home
11,11,14,1,3,12,9,8,22,19,22,4,7,1,1,6,1,1,16,22,4,4,82,69,14,14,2.66,0.83,0,0,0,1,0,0,0,Away
11,11,9,1,10,12,32,32,74,35,74,30,23,5,4,10,5,17,62,28,22,41,77,22,11,22,4.16,1.66,0,0,0,1,0,0,0,Home
10,11,16,8,3,12,14,14,16,23,35,9,3,7,4,6,5,3,16,18,19,12,55,66,11,11,3.5,2.33,0,0,1,0,0,0,0,Draw
10,11,19,13,15,16,15,15,12,10,34,9,3,3,9,2,4,9,23,12,35,25,39,31,8,24,3.83,0.66,0,0,1,0,0,0,0,Home
10,11,17,10,5,16,15,15,15,25,43,7,4,3,8,6,7,2,11,20,19,13,37,44,29,37,2.33,1.16,0,0,1,0,0,0,0,Away
10,11,17,4,7,16,10,10,18,14,23,1,5,3,2,4,2,4,10,11,5,11,55,37,37,37,1.66,1.16,0,0,1,0,0,0,0,Away
10,11,17,1,13,16,14,14,28,14,28,11,8,4,2,3,5,6,24,11,15,17,48,35,27,35,2.16,0.66,0,0,1,0,0,0,0,Home
10,11,15,10,14,16,10,10,11,7,23,1,3,2,5,2,1,7,7,5,11,17,14,14,14,0,2.33,1.16,0,0,1,0,0,0,0,Home
10,11,13,7,3,12,14,14,17,29,36,8,5,2,7,9,2,3,22,26,24,13,44,77,22,11,4.66,2.33,0,0,1,0,0,0,0,Away
10,11,16,5,9,12,14,13,21,14,33,5,6,3,5,4,2,7,18,14,20,19,44,55,33,33,2.0,1.0,0,0,1,0,0,0,0,Home
10,11,10,10,6,18,11,11,14,19,24,8,3,5,3,6,1,4,15,15,14,11,63,63,0,16,3.33,1.33,0,0,1,0,0,0,0,Home
10,11,7,6,1,6,35,35,47,83,83,47,12,11,12,26,5,4,39,73,42,29,40,90,30,11,2.16,0.83,0,0,1,0,0,0,0,Draw
9,11,17,15,11,16,14,14,12,15,28,11,2,6,6,4,3,7,13,22,23,20,51,29,22,44,2.16,0.5,1,0,0,0,0,0,0,Draw
5,11,17,7,8,16,13,13,17,17,34,10,4,5,4,5,2,6,13,28,13,29,35,48,20,27,3.5,1.33,0,1,0,0,0,0,0,Home
5,11,17,14,10,18,10,10,10,13,24,8,2,4,4,3,4,3,12,15,17,14,55,22,22,33,2.0,0.66,0,1,0,0,0,0,0,Draw
5,11,17,8,7,10,12,12,10,12,33,2,3,1,8,2,6,4,17,15,30,19,25,37,37,25,3.16,1.5,0,1,0,0,0,0,0,Draw
5,11,15,4,9,14,13,13,24,16,35,4,6,6,1,4,4,5,17,13,8,15,64,37,37,27,2.66,0.83,0,1,0,0,0,0,0,Home
4,11,21,2,9,20,32,32,61,43,66,18,17,10,5,12,7,13,44,44,24,32,73,37,18,30,2.66,1.16,0,0,0,1,0,0,0,Home
4,11,16,11,7,12,13,13,11,16,35,9,2,5,6,4,4,5,19,14,21,15,22,66,11,11,3.0,1.16,0,0,0,1,0,0,0,Draw
4,11,16,6,2,16,13,13,26,33,34,10,8,2,3,11,0,2,23,32,9,8,68,68,34,17,2.83,0.83,0,0,0,1,0,0,0,Draw
4,11,16,4,5,16,28,28,54,53,63,15,16,6,6,16,5,7,52,58,32,25,79,39,16,24,4.33,1.83,0,0,0,1,0,0,0,Home
4,11,16,6,11,18,11,11,18,12,24,8,5,3,3,2,6,3,19,8,12,9,33,33,11,33,3.0,1.83,0,0,0,1,0,0,0,Draw
4,11,15,14,13,18,9,9,9,9,21,4,2,3,4,2,3,4,5,9,7,10,30,30,50,30,1.83,0.5,0,0,0,1,0,0,0,Away
4,11,15,1,7,16,26,26,66,39,66,16,21,3,2,11,6,9,48,28,18,26,94,55,8,31,2.66,1.33,0,0,0,1,0,0,0,Home
4,11,13,1,5,14,14,14,34,23,34,4,11,1,2,7,2,5,30,19,9,13,82,64,9,18,2.16,0.66,0,0,0,1,0,0,0,Home
3,11,20,14,8,18,9,9,8,12,21,4,2,2,5,3,3,3,8,13,14,12,25,49,37,13,2.0,1.0,0,0,1,0,0,0,0,Draw
3,11,18,1,13,14,9,9,23,7,23,5,7,2,0,1,4,4,20,8,4,12,69,27,0,41,2.66,0.33,0,0,1,0,0,0,0,Home
30,11,11,8,16,16,13,13,16,4,29,4,4,4,5,2,4,7,11,8,14,19,42,26,34,34,2.0,0.5,1,0,0,0,0,0,0,Draw
30,11,11,2,1,16,12,12,26,29,29,4,7,5,0,9,2,1,25,17,10,5,90,60,20,40,2.5,1.0,1,0,0,0,0,0,0,Home
28,11,14,1,7,10,9,9,23,8,23,2,7,2,0,2,2,5,29,6,6,11,82,27,27,27,5.5,0.0,0,0,0,0,0,0,1,Home
28,11,13,3,5,14,8,8,18,12,20,1,5,3,0,3,3,2,12,10,5,9,92,37,18,55,1.66,0.0,0,0,0,0,0,0,1,Home
28,11,13,1,12,14,8,8,20,6,20,1,6,2,0,1,3,4,11,6,2,10,92,18,0,37,2.0,0.0,0,0,0,0,0,0,1,Draw
28,11,12,2,7,10,16,16,31,17,37,14,9,4,3,5,2,9,19,14,10,19,33,33,33,11,2.5,0.0,0,0,0,0,0,0,1,Home
27,11,17,18,9,18,6,13,11,17,32,11,3,2,1,5,2,6,9,17,5,15,22,44,66,22,3.5,1.5,0,0,0,0,0,1,0,Away
26,11,22,5,18,20,37,37,63,39,77,22,16,15,6,10,9,18,46,33,33,56,61,30,37,30,1.16,0.66,0,1,0,0,0,0,0,Draw
26,11,0,1,12,26,12,12,29,17,29,6,9,2,1,4,5,3,22,12,7,11,85,25,0,49,1.66,0.83,0,1,0,0,0,0,0,Draw
25,11,19,15,1,20,37,37,42,77,77,22,10,12,15,22,11,4,41,61,48,24,30,55,25,30,2.5,1.16,0,0,0,1,0,0,0,Away
25,11,14,12,2,16,16,16,17,29,34,12,5,2,9,8,5,3,22,26,27,18,31,79,8,24,3.0,1.0,0,0,0,1,0,0,0,Away
25,11,11,4,3,16,11,13,21,23,27,9,5,6,0,6,5,2,11,21,4,12,33,44,44,44,1.83,1.16,0,0,0,1,0,0,0,Draw
25,11,21,18,11,20,36,36,37,47,75,22,9,10,17,12,11,13,29,39,46,40,37,30,18,42,1.5,0.66,0,0,0,1,0,0,0,Home
25,11,21,3,15,20,36,36,65,42,75,22,18,11,7,11,9,16,48,31,28,44,61,37,30,30,3.33,1.5,0,0,0,1,0,0,0,Home
25,11,20,2,4,14,20,19,40,37,43,13,13,1,6,12,1,6,57,43,36,22,46,101,18,0,2.16,0.33,0,0,0,1,0,0,0,Draw
25,11,19,19,4,20,36,36,36,62,74,22,9,9,18,17,11,8,34,47,60,27,30,49,25,42,2.5,1.5,0,0,0,1,0,0,0,Draw
25,11,15,14,2,14,16,16,8,29,33,8,1,5,10,9,2,5,14,18,28,15,9,37,27,37,1.16,0.5,0,0,0,1,0,0,0,Away
25,11,15,7,3,10,15,15,17,22,40,12,5,2,8,6,4,5,23,31,26,24,55,55,27,27,4.16,2.16,0,0,0,1,0,0,0,Home
24,11,14,9,1,16,10,10,12,28,28,2,3,3,4,9,1,0,14,23,13,6,37,92,18,18,1.66,0.66,0,0,1,0,0,0,0,Draw
24,11,13,4,6,12,12,12,22,18,31,3,7,1,4,5,3,4,23,24,13,15,44,66,33,11,3.83,1.33,0,0,1,0,0,0,0,Home
24,11,12,5,3,12,16,16,24,33,39,11,7,3,6,10,3,3,21,29,24,14,47,79,16,31,3.16,1.66,0,0,1,0,0,0,0,Draw
24,11,11,6,11,16,29,29,49,28,69,16,13,10,6,7,7,15,49,15,30,33,39,31,47,24,3.16,1.66,0,0,1,0,0,0,0,Draw
24,11,0,19,12,26,11,12,12,16,29,7,3,3,5,4,4,4,8,12,13,11,44,33,33,22,2.16,1.0,0,0,1,0,0,0,0,Home
